,airline_link,airline_name,airline_iata,airline_icao
509,https://en.wikipedia.org/wiki/Chukotavia,Chukotavia,-,ADZ
510,https://en.wikipedia.org/wiki/Petropavlovsk-Kamchatsky_Air_Enterprise,Kamchatka Air Enterprise,-,PTK
511,https://en.wikipedia.org/wiki/Polar_Airlines,Polar Airlines,PI,RKA
512,https://en.wikipedia.org/wiki/Aurora_(airline),Aurora (airline),HZ,SHU
513,https://en.wikipedia.org/wiki/KrasAvia,KrasAvia,KI[1],SSJ
514,https://en.wikipedia.org/wiki/Angara_Airlines,Angara Airlines,2G,AGU
515,https://en.wikipedia.org/wiki/Alrosa_Mirny_Air_Enterprise,ALROSA (airline),6R,DRU
516,https://en.wikipedia.org/wiki/ALROSA_(airline),ALROSA (airline),6R,DRU
517,https://en.wikipedia.org/wiki/Air_Koryo,Air Koryo,JS[1],KOR[1]
518,https://en.wikipedia.org/wiki/Chengdu_Airlines,Chengdu Airlines,EU,UEA
519,https://en.wikipedia.org/wiki/China_Express_Airlines,China Express Airlines,G5[1],HXA
520,https://en.wikipedia.org/wiki/Juneyao_Airlines,Juneyao Air,HO,DKH
521,https://en.wikipedia.org/wiki/Buta_Airways,Buta Airways,J2,AHY
522,https://en.wikipedia.org/wiki/2nd_Arkhangelsk_United_Aviation_Division,2nd Arkhangelsk United Aviation Division,-,OAO
523,https://en.wikipedia.org/wiki/Pskovavia,Pskovavia,—,PSW
524,https://en.wikipedia.org/wiki/Iran_Aseman_Airlines,Iran Aseman Airlines,EP,IRC
525,https://en.wikipedia.org/wiki/Lucky_Air,Lucky Air,8L,LKE
526,https://en.wikipedia.org/wiki/Taban_Air,Taban Air,HH,TBN
527,https://en.wikipedia.org/wiki/Air_Kyrgyzstan,Air Kyrgyzstan,QH,LYN
528,https://en.wikipedia.org/wiki/PANH,PANH,PA,PAN
529,https://en.wikipedia.org/wiki/SiLA_(airlines),Siberian Light Aviation,,
530,https://en.wikipedia.org/wiki/Turukhan_Airlines,Turukhan Airlines,—,TRH
531,https://en.wikipedia.org/wiki/Aero_Mongolia,Aero Mongolia,M0,MNG
532,https://en.wikipedia.org/wiki/Urumqi_Air,Urumqi Air,UQ,CUH
533,https://en.wikipedia.org/wiki/Qazaq_Air,Qazaq Air,IQ,QAZ
534,https://en.wikipedia.org/wiki/Tajik_Air,Tajik Air,7J,TJK
535,https://en.wikipedia.org/wiki/Fly_Arystan,FlyArystan,KC[1],KZR
536,https://en.wikipedia.org/wiki/Hunnu_Air,Hunnu Air,MR,MML
537,https://en.wikipedia.org/wiki/Armenia_Airways,Armenia Airways,6A,AMW
538,https://en.wikipedia.org/wiki/Orenburzhye,Orenburzhye,O7,ORG
539,https://en.wikipedia.org/wiki/Air_Arabia_Abu_Dhabi,Air Arabia Abu Dhabi,3L,ADY
540,https://en.wikipedia.org/wiki/Red_Wings_(airline),Red Wings Airlines,WZ,RWZ
541,https://en.wikipedia.org/wiki/Windrose_Airlines,Windrose Airlines,7W[1],WRC
542,https://en.wikipedia.org/wiki/Bravo_Airways,Bravo Airways,-,BAY[1]
543,https://en.wikipedia.org/wiki/Motor_Sich_Airlines,Motor Sich Airlines,M9[1],MSI
544,https://en.wikipedia.org/wiki/Kosmos_Airlines,Kosmos Airlines,-,KSM
545,https://en.wikipedia.org/wiki/Alsie_Express,Alsie Express,6I[1],MMD
546,https://en.wikipedia.org/wiki/AIS_Airlines,AIS Airlines,—,PNX
547,https://en.wikipedia.org/wiki/Eastern_Airways,Eastern Airways,T3[1],EZE
548,https://en.wikipedia.org/wiki/Loganair,Loganair,LM[1],LOG
549,https://en.wikipedia.org/wiki/Copenhagen_Air_Taxi,Copenhagen AirTaxi,–,CAT
550,https://en.wikipedia.org/wiki/Transaviabaltika,Transaviabaltika,—,KTB
551,https://en.wikipedia.org/wiki/NyxAir,NyxAir,OJ[1],NYX[1]
552,https://en.wikipedia.org/wiki/Nordica_(airline),Nordica (airline),EE,EST
553,https://en.wikipedia.org/wiki/Wideroe,Widerøe,WF,WIF
554,https://en.wikipedia.org/wiki/Titan_Airways,Titan Airways,ZT[1],AWC
555,https://en.wikipedia.org/wiki/Avion_Express,Avion Express,X9[1],NVD
556,https://en.wikipedia.org/wiki/Corendon_Dutch_Airlines,Corendon Dutch Airlines,CD,CND
557,https://en.wikipedia.org/wiki/Amapola_Flyg,Amapola Flyg,HP[1],APF
558,https://en.wikipedia.org/wiki/Iberia,Iberian Peninsula,,
559,https://en.wikipedia.org/wiki/Transavia_Airlines,Transavia,HV,TRA
560,https://en.wikipedia.org/wiki/Eagle_Air_(Iceland),Eagle Air (Iceland),FEI[1],FEI
561,https://en.wikipedia.org/wiki/GetJet_Airlines,GetJet Airlines,GW[1],GJT
562,https://en.wikipedia.org/wiki/Lufttransport,Lufttransport,L5,LTR
563,https://en.wikipedia.org/wiki/Jonair,Jonair,flights use JON[1],JON
564,https://en.wikipedia.org/wiki/Braathens_Regional_Airlines,Braathens Regional Airlines,DCTFTT,BRXSCWBIX
565,https://en.wikipedia.org/wiki/Nyxair,NyxAir,OJ[1],NYX[1]
566,https://en.wikipedia.org/wiki/Albawings,Albawings,2B,AWT
567,https://en.wikipedia.org/wiki/Flyadeal,flyadeal,F3,FAD
568,https://en.wikipedia.org/wiki/SalamAir,SalamAir,OV[1],OMS[1]
569,https://en.wikipedia.org/wiki/BH_Air,BH Air,8H,BGH
570,https://en.wikipedia.org/wiki/European_Air_Charter,European Aviation Air Charter,E7,EAF
571,https://en.wikipedia.org/wiki/Bulgarian_Air_Charter,European Air Charter (Bulgarian airline),H6,BUC
572,https://en.wikipedia.org/wiki/Corendon_Airlines_Europe,Corendon Airlines Europe,XR,CXI
573,https://en.wikipedia.org/wiki/Jettime,Jettime,JO,JTD
574,https://en.wikipedia.org/wiki/Copenhagen_AirTaxi,Copenhagen AirTaxi,–,CAT
575,https://en.wikipedia.org/wiki/Petroleum_Air_Services,Petroleum Air Services,UF,PER
576,https://en.wikipedia.org/wiki/Air_Mediterranean,Air Mediterranean,MV,MAR
577,https://en.wikipedia.org/wiki/Olympic_Air,Olympic Air,OA[1],OAL
578,https://en.wikipedia.org/wiki/Animawings,Animawings,A2[1],AWG[1]
579,https://en.wikipedia.org/wiki/Wikipedia:Citation_needed,Citation needed,,
580,https://en.wikipedia.org/wiki/Charlie_Airlines,Cyprus Airways,CY,CYP
581,https://en.wikipedia.org/wiki/Aeroitalia,AeroItalia,XZ,AEZ
582,https://en.wikipedia.org/wiki/AMC_Airlines,AMC Airlines,YJ,AMV
583,https://en.wikipedia.org/wiki/SmartLynx_Airlines_Estonia,SmartLynx Airlines Estonia,-,MYX
584,https://en.wikipedia.org/wiki/ATA_Airlines_(Iran),ATA Airlines (Iran),I3,TBZ
585,https://en.wikipedia.org/wiki/FlyArystan,FlyArystan,KC[1],KZR
586,https://en.wikipedia.org/wiki/Kam_Air,Kam Air,RQ,KMF
587,https://en.wikipedia.org/wiki/Qeshm_Air,Qeshm Air,QB,QSM
588,https://en.wikipedia.org/wiki/UR_Airlines,UR Airlines,UD[1],UBD[2]
589,https://en.wikipedia.org/wiki/Smartwings_Hungary,Smartwings Hungary,7O[1],TVL
590,https://en.wikipedia.org/wiki/Smartwings_Poland,Smartwings Poland,3Z,TVP
591,https://en.wikipedia.org/wiki/Sunday_Airlines,Sunday Airlines,DV,VSV
592,https://en.wikipedia.org/wiki/Meraj_Airlines,Meraj Airlines,JI[1],MRJ[1]
593,https://en.wikipedia.org/wiki/Iran_Airtour,Iran Airtour,B9,IRB
594,https://en.wikipedia.org/wiki/Sepehran_Airlines,Sepehran Airlines,IS,SHI[1]
595,https://en.wikipedia.org/wiki/Air_Manas,Air Manas,ZM[1],MBB[2]
596,https://en.wikipedia.org/wiki/SpiceJet,SpiceJet,SG,SEJ
597,https://en.wikipedia.org/wiki/Poste_Air_Cargo,Poste Air Cargo,M4[1],MSA[2]
598,https://en.wikipedia.org/wiki/ITA_-_Italia_Trasporto_Aereo,ITA Airways,AZ,ITY[1]
599,https://en.wikipedia.org/wiki/Binter_Canarias,Binter Canarias,NT,IBB
600,https://en.wikipedia.org/wiki/Alidaunia,Alidaunia,D4[1],LID[2]
601,https://en.wikipedia.org/wiki/Air_Horizont,Air Horizont,HT,HAT
602,https://en.wikipedia.org/wiki/Tunisair_Express,Tunisair Express,UG,TUX
603,https://en.wikipedia.org/wiki/Albastar,AlbaStar,AP[1],LAV[1]
604,https://en.wikipedia.org/wiki/Cyprus_Airlines,Cyprus Airways (1947–2015),CY,CYP
605,https://en.wikipedia.org/wiki/Sevenair_Air_Services,Sevenair Air Services,WV,RVP
606,https://en.wikipedia.org/wiki/Air_Baltic,airBaltic,BT,BTI
607,https://en.wikipedia.org/wiki/Cabo_Verde_Airlines,Cabo Verde Airlines,VR,TCV
608,https://en.wikipedia.org/wiki/EuroAtlantic_Airways,EuroAtlantic Airways,YU,MMZ
609,https://en.wikipedia.org/wiki/Hi_Fly_(airline),Hi Fly (airline),5K,HFY
610,https://en.wikipedia.org/wiki/STP_Airways,STP Airways,8F,STP
611,https://en.wikipedia.org/wiki/SATA_Air_A%C3%A7ores,SATA Air Açores,SP,SAT
612,https://en.wikipedia.org/wiki/Ceiba_Intercontinental_Airlines,CEIBA Intercontinental,C2[1],CEL[1]
613,https://en.wikipedia.org/wiki/Aurigny,Aurigny,GR[1],AUR
614,https://en.wikipedia.org/wiki/Royal_Air_Maroc_Express,Royal Air Maroc Express,FN,RXP
615,https://en.wikipedia.org/wiki/Blue_Islands,Blue Islands,SI[1],BCI
616,https://en.wikipedia.org/wiki/Iberojet,Iberojet,,
617,https://en.wikipedia.org/wiki/CanaryFly,Canaryfly,PM,CNF
618,https://en.wikipedia.org/wiki/Mauritania_Airlines,Mauritania Airlines,L6,MAI
619,https://en.wikipedia.org/wiki/Canaryfly,Canaryfly,PM,CNF
620,https://en.wikipedia.org/wiki/RwandAir,RwandAir,WB,RWD
621,https://en.wikipedia.org/wiki/Chalair_Aviation,Chalair Aviation,CE,CLG[1]
622,https://en.wikipedia.org/wiki/Finist%27air,Finist'air,-,FTR
623,https://en.wikipedia.org/wiki/APG_Airlines,APG Airlines,GP,RIV[1]
624,https://en.wikipedia.org/wiki/Air_Austral,Air Austral,UU,REU
625,https://en.wikipedia.org/wiki/Heli_Air_Monaco,Heli Air Monaco,YO,MCM
626,https://en.wikipedia.org/wiki/Air_Madagascar,Air Madagascar,MD,MDG
627,https://en.wikipedia.orghttps://fr.wikipedia.org/wiki/Amelia_International,Amelia International,NL,AEH
628,https://en.wikipedia.org/wiki/Garuda_Indonesia,Garuda Indonesia,GA,GIA
629,https://en.wikipedia.org/wiki/BAE_Systems,BAE Systems,,
630,https://en.wikipedia.org/wiki/Isles_of_Scilly_Skybus,Isles of Scilly Skybus,—,IOS
631,https://en.wikipedia.org/wiki/Badr_Airlines,Badr Airlines,J4,BDR
632,https://en.wikipedia.org/wiki/Malaysia_Airlines,Malaysia Airlines,MH,MAS
633,https://en.wikipedia.org/wiki/Royal_Brunei_Airlines,Royal Brunei Airlines,BI,RBA
634,https://en.wikipedia.org/wiki/Shenzhen_Airlines,Shenzhen Airlines,ZH,CSZ
635,https://en.wikipedia.org/wiki/Tianjin_Airlines,Tianjin Airlines,GS,GCR
636,https://en.wikipedia.org/wiki/Directflight,Directflight,None,DCT
637,https://en.wikipedia.org/wiki/Hebridean_Air_Services,Hebridean Air Services,-,HBR
638,https://en.wikipedia.org/wiki/Afriqiyah_Airways,Afriqiyah Airways,8U,AAW
639,https://en.wikipedia.org/wiki/Alexandria_Airlines,Alexandria Airlines,DQ,KHH
640,https://en.wikipedia.org/wiki/Libyan_Airlines,Libyan Airlines,LN,LAA
641,https://en.wikipedia.org/wiki/Eritrean_Airlines,Eritrean Airlines,B8,ERT
642,https://en.wikipedia.org/wiki/FlyBaghdad,Fly Baghdad,IF[1],FBA[1]
643,https://en.wikipedia.org/wiki/Jordan_Aviation,Jordan Aviation,R5,JAV
644,https://en.wikipedia.org/wiki/Sudan_Airways,Sudan Airways,SD,SUD
645,https://en.wikipedia.org/wiki/Tarco_Aviation,Tarco Air,3T,TQQ
646,https://en.wikipedia.org/wiki/Yemenia,Yemenia,IY,IYE
647,https://en.wikipedia.org/wiki/Air_Bucharest,Air Bucharest,Not a member,BUR
648,https://en.wikipedia.org/wiki/FlyArna,Fly Arna,G6,ACY
649,https://en.wikipedia.org/wiki/Smartlynx_Airlines,SmartLynx Airlines,6Y,ART
650,https://en.wikipedia.org/wiki/Buraq_Air,Buraq Air,UZ,BRQ
651,https://en.wikipedia.org/wiki/Global_Aviation_and_Services_Group,Global Aviation and Services Group,5S,GAK
652,https://en.wikipedia.org/wiki/Libyan_Wings,Libyan Wings,YL[1],LWA[1]
653,https://en.wikipedia.org/wiki/Air_Libya,Air Libya,7I,TLR
654,https://en.wikipedia.org/wiki/Ghadames_Air_Transport,Ghadames Air Transport,NJ,GMS[1]
655,https://en.wikipedia.org/wiki/Medavia,Medavia,5M,MDM
656,https://en.wikipedia.org/wiki/Air_C%C3%B4te_d%27Ivoire,Air Côte d'Ivoire,HF,VRE
657,https://en.wikipedia.org/wiki/Iberia_Regional,Air Nostrum,YW,ANE
658,https://en.wikipedia.org/wiki/Golden_Wings_Aviation,Golden Wings Aviation,n/a,n/a
659,https://en.wikipedia.org/wiki/African_Express_Airways,African Express Airways,XU,AXK
660,https://en.wikipedia.org/wiki/Fly540,Fly540,5H,FFV
661,https://en.wikipedia.org/wiki/Nova_Airways,Nova Airways,O9 (oscar9),NOV
662,https://en.wikipedia.org/wiki/Sky_Travel_and_Aviation,Sky Travel and Aviation,,
663,https://en.wikipedia.org/wiki/Uganda_Airlines,Uganda Airlines,UR,UGD
664,https://en.wikipedia.org/wiki/Eagle_Air_(Uganda),Eagle Air (Uganda),H7,EGU
665,https://en.wikipedia.org/wiki/Air_Burkina,Air Burkina,2J,VBW
666,https://en.wikipedia.org/wiki/ASKY_Airlines,Asky Airlines,KP,SKK
667,https://en.wikipedia.org/wiki/Camair-Co,Camair-Co,QC,CRC
668,https://en.wikipedia.org/wiki/CEIBA_Intercontinental,CEIBA Intercontinental,C2[1],CEL[1]
669,https://en.wikipedia.org/wiki/Cronos_Airlines,Cronos Airlines,C8[1],CRA[1]
670,https://en.wikipedia.org/wiki/Overland_Airways,Overland Airways,OF,OLA
671,https://en.wikipedia.org/wiki/Trans_Air_Congo,Trans Air Congo,Q8,TSG
672,https://en.wikipedia.org/wiki/Bestfly_Cabo_Verde,Bestfly Cabo Verde,3B,BCV
673,https://en.wikipedia.org/wiki/Cabo_Verde_Express,Cabo Verde Express,-,CVE
674,https://en.wikipedia.org/wiki/Smartwings_Slovakia,Smartwings Slovakia,6D[1],TVQ
675,https://en.wikipedia.org/wiki/Transair_(Senegal),Transair (Senegal),R2,GTS
676,https://en.wikipedia.org/wiki/Africa_World_Airlines,Africa World Airlines,AW,AFW
677,https://en.wikipedia.org/wiki/Rwandair,RwandAir,WB,RWD
678,https://en.wikipedia.org/wiki/Air_Peace,Air Peace,P4,APK
679,https://en.wikipedia.org/wiki/Passion_Air,Passion Air,OP,DIG
680,https://en.wikipedia.org/wiki/South_African_Airways,South African Airways,SA,SAA
681,https://en.wikipedia.org/wiki/Sky_Mali,Sky Mali,ML,FML
682,https://en.wikipedia.org/wiki/Air_Cote_d%27Ivoire,Air Côte d'Ivoire,HF,VRE
683,https://en.wikipedia.org/wiki/Aero_Contractors_(Nigeria),Aero Contractors (Nigeria),N2,NIG
684,https://en.wikipedia.org/wiki/Arik_Air,Arik Air,W3,ARA
685,https://en.wikipedia.org/wiki/Azman_Air,Azman Air,?,AZM
686,https://en.wikipedia.org/wiki/Green_Africa_Airways,Green Africa Airways,Q9,GWG
687,https://en.wikipedia.org/wiki/Ibom_Air,Ibom Air,QI,IAN
688,https://en.wikipedia.org/wiki/Max_Air,Max Air,VM[1],NGL[1]
689,https://en.wikipedia.org/wiki/United_Nigeria_Airlines,United Nigeria Airlines,U5,UNA
690,https://en.wikipedia.org/wiki/ValueJet_(Nigeria),ValueJet (Nigeria),VK,FVJ
691,https://en.wikipedia.org/wiki/Africa%27s_Connection_STP,Africa's Connection STP,ACS,STP
692,https://en.wikipedia.org/wiki/Dornier_Aviation_Nigeria,Dornier Aviation Nigeria,-,DAV
693,https://en.wikipedia.org/wiki/Emirates_SkyCargo,Emirates SkyCargo,EK,UAE
694,https://en.wikipedia.org/wiki/Lufthansa_Cargo,Lufthansa Cargo,LH,GEC
695,https://en.wikipedia.org/wiki/Med_Airlines,Med Airlines,M8,–
696,https://en.wikipedia.org/wiki/Fly_Angola,Fly Angola,EQ,—
697,https://en.wikipedia.org/wiki/Airlink,Airlink,4Z,LNK
698,https://en.wikipedia.org/wiki/Afrijet_Business_Service,AfriJet,J7,ABS
699,https://en.wikipedia.org/wiki/Congo_Airways,Congo Airways,8Z,CGA
700,https://en.wikipedia.org/wiki/Karinou_Airlines,Karinou Airlines,U5,KRN [1]
701,https://en.wikipedia.org/wiki/EgyptAir,Egyptair,MS,MSR
702,https://en.wikipedia.org/wiki/Canadian_Airways_Congo,Canadian Airways Congo,,
703,https://en.wikipedia.org/wiki/Equaflight,Equaflight,E7,EKA
704,https://en.wikipedia.org/wiki/Compagnie_Africaine_d%27Aviation,Compagnie Africaine d'Aviation,BU,FPY
705,https://en.wikipedia.org/wiki/Air_Kasa%C3%AF,Air Kasaï,-,-
706,https://en.wikipedia.org/wiki/Jambojet,Jambojet,JM[1],JMA[1]
707,https://en.wikipedia.org/wiki/Air_Tanzania,Air Tanzania,TC,ATC
708,https://en.wikipedia.org/wiki/Mahogany_Air,Mahogany Air,KT,HOG
709,https://en.wikipedia.org/wiki/Guinea_Ecuatorial_Airlines,Guinea Ecuatorial Airlines,-,GEA
710,https://en.wikipedia.org/wiki/Nationale_Regionale_Transport,La Nationale,-,NRG
711,https://en.wikipedia.org/wiki/AfriJet,AfriJet,J7,ABS
712,https://en.wikipedia.org/wiki/Camair-co,Camair-Co,QC,CRC
713,https://en.wikipedia.org/wiki/Ewa_Air,Ewa Air,ZD,EWR
714,https://en.wikipedia.org/wiki/Precision_Air,Precision Air,PW,PRF
715,https://en.wikipedia.org/wiki/Int%27Air_%C3%8Eles,Int'Air Îles,I7[1],IIA[2]
716,https://en.wikipedia.org/wiki/Air_Djibouti,Air Djibouti,DJ,DJU
717,https://en.wikipedia.org/wiki/Jubba_Airways,Jubba Airways,3J,JBW
718,https://en.wikipedia.org/wiki/Airkenya_Express,Airkenya Express,P2,XAK
719,https://en.wikipedia.org/wiki/Mombasa_Air_Safari,Mombasa Air Safari,–,RRV
720,https://en.wikipedia.org/wiki/Safarilink_Aviation,Safarilink Aviation,F2,XLK
721,https://en.wikipedia.org/wiki/Jambo_Jet,Jambojet,JM[1],JMA[1]
722,https://en.wikipedia.org/wiki/Skyward_Express,Skyward Express,OW,SEW
723,https://en.wikipedia.org/wiki/748_Air_Services,748 Air Services,FE,IHO
724,https://en.wikipedia.org/wiki/Aerolink_Uganda,Aerolink Uganda,A8,XAU
725,https://en.wikipedia.org/wiki/Freedom_Airline_Express,Freedom Airline Express,4F,FDT
726,https://en.wikipedia.org/wiki/Renegade_Air,Renegade Air,—,RNG
727,https://en.wikipedia.org/wiki/Fly-SAX,Eastafrican.com,B5 [1],EXZ [1]
728,https://en.wikipedia.org/wiki/ALS_%E2%80%93_Aircraft_Leasing_Services,ALS – Aircraft Leasing Services,K4,–
729,https://en.wikipedia.org/wiki/Eastafrican.com,Eastafrican.com,B5 [1],EXZ [1]
730,https://en.wikipedia.org/wiki/Fly_540,Fly540,5H,FFV
731,https://en.wikipedia.org/wiki/Daallo_Airlines,Daallo Airlines,D3,DAO
732,https://en.wikipedia.org/wiki/LAM_Mozambique_Airlines,LAM Mozambique Airlines,TM,LAM
733,https://en.wikipedia.org/wiki/Malawi_Airlines,Malawi Airlines,3W,MWI
734,https://en.wikipedia.org/wiki/Tsaradia,Tsaradia,TZ,TDS
735,https://en.wikipedia.org/wiki/Proflight_Zambia,Proflight Zambia,P0,PFZ
736,https://en.wikipedia.org/wiki/Ulendo_Airlink,Ulendo Airlink,W4,NYS
737,https://en.wikipedia.org/wiki/Air_Seychelles,Air Seychelles,HM,SEY
738,https://en.wikipedia.org/wiki/FlySafair,FlySafair,FA,SFR
739,https://en.wikipedia.org/wiki/Mo%C3%A7ambique_Expresso,Moçambique Expresso,-,MXE
740,https://en.wikipedia.org/wiki/Malawian_Airlines,Malawi Airlines,3W,MWI
741,https://en.wikipedia.org/wiki/Auric_Air,Auric Air,UI,AUK
742,https://en.wikipedia.org/wiki/Coastal_Aviation,Coastal Aviation,CQ,CSV
743,https://en.wikipedia.org/wiki/African_Airways_Alliance,African Airways Alliance,,
744,https://en.wikipedia.org/wiki/As_Salaam_Air,As Salaam Air,,
745,https://en.wikipedia.org/wiki/Regional_Air,Regional Air,8N,REG
746,https://en.wikipedia.org/wiki/Tropical_Air,Tropical Air,,
747,https://en.wikipedia.org/wiki/ZanAir,ZanAir,B4,TAN
748,https://en.wikipedia.org/wiki/Air_Zimbabwe,Air Zimbabwe,UM,AZW
749,https://en.wikipedia.org/wiki/Flightlink,Flightlink,YS,FLZ
750,https://en.wikipedia.org/wiki/Regional_Air_Services_(Tanzania),Regional Air,8N,REG
751,https://en.wikipedia.org/wiki/Global_Aviation,Global Aviation,GE,GBB
752,https://en.wikipedia.org/wiki/CemAir,CemAir,5Z,KEM
753,https://en.wikipedia.org/wiki/Zambia_Airways,Zambia Airways,ZN,AZB
754,https://en.wikipedia.org/wiki/Royal_Zambian_Airlines,Royal Zambian Airlines,3Q,n/a
755,https://en.wikipedia.org/wiki/Fastjet_Zimbabwe,Fastjet Zimbabwe,FN,FJW
756,https://en.wikipedia.org/wiki/Eswatini_Air,Eswatini Air,RN,SZL
757,https://en.wikipedia.org/wiki/Air_Botswana,Air Botswana,BP,BOT
758,https://en.wikipedia.org/wiki/FlyNamibia,Westair Aviation,WV,WAA
